CKD_number,High school diploma only 2014-18,30-39,40-49,N_POP_CHG_2018,60-69,Some college or associate's degree 2014-18,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Family Medicine/General Practice Primary Care (2019),CI90LBINC_2018,CI90UBINC_2018,Heart disease_prevalence,Heart disease_number,Population Aged 60+,COPD_number,anycondition_prevalence,anycondition_number,Percent of Population Aged 60+,Active Primary Care Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),Unemployed_2018,Asian-alone pop,Total nurse practitioners (2019),White-alone pop,CKD_prevalence,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Total Hospitals (2019),Bachelor's degree or higher 2014-18,Civilian_labor_force_2018,Less than a high school diploma 2014-18,70-79,Hawaiian/Pacific Islander-alone pop,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Native American/American Indian-alone pop,R_death_2018,R_DOMESTIC_MIG_2018,Active General Surgeons per 100000 Population 2018 (AAMC),Obesity_prevalence,diabetes_number,R_INTERNATIONAL_MIG_2018,R_birth_2018,19-Oct,20-29,Active Physicians per 100000 Population 2018 (AAMC),county_pop2018_18 and older,Black-alone pop,GQ_ESTIMATES_2018,Employed_2018,0-9,POP_ESTIMATE_2018,Two or more races pop,50-59,diabetes_prevalence,Median_Household_Income_2018,COPD_prevalence,80+
683,8628,2969,3700,-27,3233,5350,6.1,13.71085262,47298,55822,8.4,1794,6079,2337,51.2,10882,21.8,80.3,3.486509318,10.85562842,35.92136109,497,89,14.24723867,26837,3.2,212.0,216,0.544638142,2082,13642,2737,2196,14,74.4,67,11.0,126,6.5,37.3,2879,7,11.0,3572,3526,230.8,21250,242,298,13145,3386,27611,362,4143,13.5,51560,11.0,886
78,571,291,303,-44,435,820,6.3,1.75059325,42145,51779,9.2,201,782,196,50.3,1099,26.5,88.0,0.814138392,1.179130724,3.731141454,37,7,1.606749087,2664,3.6,206.5,379,0.136015909,375,1512,329,246,0,80.5,68,9.1,387,6.8,38.0,311,0,10.1,367,273,227.6,2184,45,35,1475,359,2849,65,407,14.3,46962,9.0,168
766,7169,3346,3735,163,3604,5979,6.1,9.278901846,49679,61795,8.2,1794,6333,2012,51.2,11266,22.2,79.1,9.050397667,13.5415929,34.78704099,508,180,13.09818598,20766,3.5,202.9,295,0.394441738,3924,13886,2472,2256,5,71.9,101,10.1,88,7.0,35.3,3177,0,7.9,4085,3267,228.7,21988,7186,288,13378,3226,28616,378,4049,14.4,55737,9.2,1048
1891,19564,9372,9412,-214,8533,13034,6.5,44.0154936,41096,48526,8.5,5173,16257,5662,50.3,30443,20.7,79.9,5.459488524,23.48363724,95.00554909,1478,669,34.08915083,72297,3.1,188.2,42,2.29873201,10878,33786,7454,5911,57,75.0,516,10.3,68,7.0,37.2,7478,2,11.4,11265,11284,207.6,60570,3599,3334,32308,9685,78727,1589,10229,12.3,44811,9.3,3036
672,7228,2717,2906,-147,2799,4289,6.5,13.40362828,33603,41137,10.3,1871,5793,2119,54.4,9903,24.0,79.9,1.662527187,7.151253308,28.93115493,395,71,10.38085158,21362,3.7,188.2,70,0.700011447,1643,10269,3161,2033,9,75.0,98,14.0,134,7.0,38.5,2648,2,13.7,3089,3069,207.6,18214,2020,341,9874,3194,23974,414,3232,14.5,37370,11.6,935
354,3175,775,880,88,1778,2299,6.3,4.246605376,31383,38667,12.8,1010,3794,1086,54.9,4323,40.6,86.6,1.032161029,5.915136363,16.86380388,158,19,5.303600355,9135,4.5,236.3,242,0.189358865,732,3834,1105,1526,10,79.0,107,15.0,425,7.0,37.7,1337,7,10.8,944,673,273.1,7876,61,75,3676,853,9509,177,1404,17.0,35025,13.8,676
17990,130489,127390,137896,9628,83368,164871,6.1,300.8383014,69082,74934,5.6,37762,122430,39507,38.1,258567,13.8,79.1,293.4297945,439.0422353,1127.856992,17073,114724,424.6662039,505703,2.7,202.9,153,12.7884942,206823,487986,70656,40539,977,71.9,7876,4.9,118,7.0,32.3,75829,22,12.4,144707,122469,228.7,678652,272189,5571,470913,128890,927781,26312,125418,11.2,72008,5.8,17104
897,8426,3893,3783,210,4553,7966,6.7,20.16480912,43274,49518,9.5,2442,8300,2839,50.0,12841,25.2,97.8,12.6653616,24.82518009,67.97378709,688,205,14.79801699,32189,3.5,249.7,112,0.482107341,4099,14766,2408,2845,16,87.6,235,10.0,367,7.9,32.8,3295,2,11.0,4260,3731,287.0,25705,224,389,14078,4172,33466,597,4761,12.8,46396,11.0,1468
1673,16807,7815,7031,-324,7106,9640,7.8,23.91523737,36645,44323,9.3,4308,12138,5258,52.9,24383,19.4,84.1,10.23604189,33.45731031,99.99825536,1287,199,31.54889572,49485,3.6,231.8,55,2.108597938,5458,23952,8911,4068,20,75.8,239,11.0,383,9.1,40.0,6496,2,13.4,8734,8106,260.3,46116,11281,1050,22665,8783,62190,966,8256,14.1,40484,11.4,2291
1658,17475,7776,7997,424,8255,15315,6.7,38.54367149,47634,53158,8.9,4410,14301,5288,54.1,26937,22.7,97.8,24.20898377,47.451656,129.9273057,1204,262,28.28541059,60616,3.3,249.7,311,0.921515639,5673,28474,5300,4854,27,87.6,396,9.6,367,7.9,41.8,6088,12,11.0,7980,7877,287.0,49747,1603,3055,27270,7627,63968,1064,8994,12.2,50396,10.6,2608
4960,44514,27835,28533,3895,26087,50035,6.0,83.99684779,59612,66058,7.5,12381,41495,14110,43.1,71512,20.4,86.8,61.81072386,117.6260205,295.2367465,3487,6850,125.3865989,174163,3.0,240.7,226,2.201366663,33943,106276,12535,15505,344,80.1,1220,8.5,192,6.9,33.4,19664,15,10.3,29769,25527,265.2,165863,26623,1250,102789,25513,216072,6872,30707,11.9,62835,8.5,6596
2967,31645,15171,18028,-386,19805,28717,6.7,42.79989179,87969,96599,6.3,7128,32694,7120,33.9,38332,22.8,97.7,29.42887685,111.7412241,247.6324611,2871,2823,87.19608678,131648,2.6,271.0,302,1.29600854,35257,72560,5291,10755,59,87.5,397,8.9,224,7.6,26.2,10789,9,8.3,17449,16395,306.5,112925,3531,1694,69689,13585,140799,2341,24616,9.6,92284,6.3,4995
232,1911,1367,1164,124,1434,2335,5.4,3.24941057,45527,55973,6.8,519,2258,482,37.4,2868,23.7,65.3,2.464857067,2.999218311,11.4161801,289,130,3.728173534,8859,3.0,199.9,111,0.166794839,1861,6084,618,766,12,62.2,477,8.0,168,5.8,30.1,823,42,10.8,1105,1121,216.2,7674,87,144,5795,1167,9764,199,1259,10.7,50750,6.3,381
66,516,207,205,-30,382,570,9.7,1.723751673,49037,59463,9.9,176,851,140,47.2,839,37.4,87.0,0.666595621,1.03072715,2.651699762,24,4,1.342000876,2194,3.7,217.1,92,0.114525239,437,1060,162,285,0,79.6,17,15.6,383,10.5,34.9,229,0,9.3,238,182,237.6,1778,10,40,1036,256,2232,7,282,12.9,54250,7.9,195
5945,52346,27540,26350,-550,28770,49428,7.4,76.12542472,52040,56152,8.2,14899,56184,17194,48.7,88022,24.2,112.9,104.4727472,243.4133951,574.5589926,4498,9553,148.1508844,197646,3.3,304.1,302,1.950126621,39315,101729,18190,17810,163,94.8,799,10.8,356,10.2,33.3,23351,56,10.5,28506,29733,375.1,180924,16206,13150,97231,26600,229577,5210,32142,12.9,54096,9.5,12126
2920,26390,16290,16414,-12,17633,24811,7.1,33.07646897,83740,95428,5.7,7162,31539,6931,33.5,41783,20.8,105.7,68.43407372,164.2840202,363.9256451,3097,7440,136.4457149,134268,2.3,302.9,154,1.351784172,39454,86499,5215,10547,116,93.7,404,7.0,13,8.6,25.2,9818,56,7.7,22142,27932,352.1,124761,5682,15020,83402,12983,150921,3011,21348,7.9,89584,5.6,5632
245,2401,1156,974,-31,1310,2368,6.5,6.536793145,54421,65911,8.5,621,2548,576,46.1,3374,26.6,84.8,2.580233481,3.865812882,12.3627365,130,49,5.813843787,9262,3.3,193.1,130,0.35693734,1393,5180,520,807,2,77.9,33,12.1,112,6.9,34.5,843,2,11.2,1234,940,218.2,7312,65,125,5050,1171,9547,136,1295,11.5,60166,7.9,660
805,9363,3083,3493,-98,4353,5425,7.5,8.276829235,44296,53998,9.1,2152,8442,2336,44.2,10484,28.6,116.2,11.10494698,27.45108145,66.27254755,737,113,16.13378433,28423,3.4,306.1,16,0.241306975,4294,15410,2290,2985,1,97.6,65,12.0,152,9.6,30.5,3144,12,9.5,3224,3331,386.0,23737,302,529,14673,2784,29163,259,4385,13.2,49147,9.8,1525
454,4318,2037,2227,25,1925,2605,7.4,5.418150047,35774,44616,10.3,1293,3372,1576,54.3,6790,23.4,85.1,2.597922307,7.817741037,22.01913513,250,40,12.52756495,13370,3.6,225.8,159,0.250638478,1433,4303,2795,1294,5,77.8,87,10.3,161,8.1,39.8,1877,3,8.1,1360,1833,253.1,12504,1053,2632,4053,1160,14755,200,2374,15.0,40195,12.6,545
840,8427,3381,3594,-164,3980,5353,7.1,13.86434648,39394,48176,9.8,2276,7248,2788,56.5,13108,24.0,93.7,5.734494769,20.27590145,58.42721817,741,213,15.4877522,28269,3.6,248.6,23,0.497536666,3173,12102,3769,2502,106,83.7,131,12.0,165,8.3,38.1,3361,14,12.1,3825,3574,292.7,23182,694,883,11361,3709,29979,566,4029,14.5,43785,12.0,1385
950,8684,3521,4010,121,4403,6050,7.4,11.66104865,34294,41680,10.2,2632,8189,3266,52.2,13404,25.9,85.1,5.591299274,16.82549538,47.3900139,549,221,26.96207066,30599,3.7,225.8,313,0.539429041,3432,12973,4425,2939,9,77.8,113,13.4,38,8.1,36.5,3858,12,9.7,3695,4276,253.1,25696,370,1263,12424,3167,31756,444,4421,15.0,37987,12.7,1324
563,4831,2357,2186,33,2423,3354,6.3,11.31609356,36320,44470,6.8,1408,4911,1700,41.4,8559,19.3,86.6,2.750439406,15.7622926,44.9376303,375,578,14.13270895,23395,2.7,236.3,277,0.504591891,4058,10672,1263,1647,17,79.0,83,7.5,11,7.0,29.3,1981,24,10.5,4218,6429,273.1,20684,753,2915,10297,2483,25339,513,2612,9.6,40395,8.2,984
402,4850,1681,1975,-8,2132,3596,6.1,7.686439741,44213,54361,8.7,1058,4085,1311,46.5,5622,26.1,80.3,1.954571646,6.085772783,20.13787071,395,40,7.987143071,15092,3.3,212.0,41,0.305329535,1469,7169,1065,1350,8,74.4,59,12.9,44,6.5,34.8,1629,1,9.6,1988,1754,230.8,12100,75,209,6774,1763,15479,205,2106,13.5,49287,10.8,730
256,2557,1113,988,-50,1405,2677,6.5,6.640866944,49548,60182,8.6,657,3002,598,46.8,3568,30.6,84.8,2.621313976,3.927361385,12.5595665,108,27,5.906407342,9303,3.4,193.1,209,0.362620222,1371,4290,418,866,0,77.9,41,13.2,112,6.9,34.7,875,1,10.3,1097,1086,218.2,7616,228,720,4182,1171,9699,100,1243,11.5,54865,7.9,730
887,6405,3336,3278,-97,3350,4657,6.9,12.74079942,33401,41117,7.6,2064,6441,2336,51.0,13764,19.3,77.2,3.648997692,15.58497145,43.25596891,686,710,17.30375167,19163,3.3,196.7,48,0.6888762,4536,15230,3660,2279,30,71.2,236,10.3,49,7.6,37.6,3626,18,10.3,4654,8134,217.1,27010,12562,2241,14544,3580,33338,637,3521,13.4,37259,8.6,1206
1866,13628,5668,5707,-752,7423,10885,6.2,20.15367666,35506,42130,10.3,4139,13212,4499,55.8,22464,24.5,86.2,21.24550109,25.31730504,75.02035851,1470,164,23.62447634,20685,4.6,223.5,39,0.560937322,4629,21741,7438,4396,67,78.1,405,12.0,42,7.1,40.1,7676,3,10.9,6592,6410,255.0,40294,30047,909,20271,6244,52005,637,7143,19.0,38818,11.2,2422
362,3545,1303,1304,408,2000,2646,5.4,4.071944086,43877,51267,10.2,988,3375,988,51.0,4960,30.0,72.9,2.475277704,4.600635952,14.36025391,205,130,4.193949901,11379,3.7,199.9,541,0.221559172,993,5903,1289,1393,7,66.5,138,11.2,547,6.2,35.7,1413,5,9.2,1339,1178,224.8,9731,316,59,5698,1307,12159,189,1734,14.5,47572,10.2,601
228,1614,808,848,36,1191,2068,5.4,2.539816099,49148,60868,9.5,566,2153,504,51.3,3059,28.7,72.9,1.543918588,2.869579987,8.957000221,126,39,2.615915458,6964,3.8,199.9,153,0.138194322,925,3305,650,751,2,66.5,74,8.3,272,6.2,37.2,921,47,10.0,943,759,224.8,5963,399,90,3179,834,7584,106,1034,15.4,55008,8.5,416
152,1523,748,753,31,816,1748,6.2,4.273869675,58755,70157,7.5,372,1735,347,46.3,2284,26.5,88.2,2.788191169,3.032412293,9.310930363,77,18,3.544598262,6390,3.1,214.5,183,0.315452286,1010,3743,172,533,3,80.3,37,10.3,272,6.8,36.8,522,0,11.5,900,717,239.2,4933,20,72,3666,837,6544,76,876,10.6,64456,7.0,364
453,4923,1487,1713,-135,2164,1861,9.2,9.68221241,35357,43227,12.2,1390,4105,1748,58.6,6651,28.6,100.1,5.211698541,7.61469727,21.86884882,358,33,7.349431176,13729,4.0,231.6,427,0.43690886,1561,5085,2024,1414,4,89.4,62,12.1,49,10.5,41.5,1912,3,8.5,1504,1595,263.4,11353,96,395,4727,1477,14089,165,2035,16.8,39292,15.4,700
51,435,202,252,-25,287,532,6.3,1.293435869,54378,65222,8.0,124,537,115,48.0,747,24.9,88.0,0.601530823,0.871207503,2.756775276,28,4,1.187155784,2011,3.2,206.5,39,0.100496135,314,1265,209,160,1,80.5,22,8.5,78,6.8,37.3,200,1,9.4,309,217,227.6,1556,33,26,1237,303,2105,34,239,12.9,59800,7.4,136
5476,56940,32822,30882,2185,30826,40782,7.2,141.4260019,69526,73864,6.6,13248,58099,13415,36.7,73538,23.6,100.8,111.2915054,203.6974175,525.4788719,4334,11636,137.4800515,222417,2.7,273.3,51,3.906687171,61933,130339,13275,19932,140,88.2,581,9.2,156,8.7,27.7,20405,42,10.5,31110,32475,320.5,200505,11151,12253,126005,27640,251423,5498,33536,10.2,71695,6.7,12200
285,3036,1210,1137,64,1416,1982,6.6,6.860568875,46766,57158,8.3,691,2839,578,44.2,3663,26.0,104.9,3.54573611,6.291137745,18.36072954,225,132,5.635607062,10432,3.4,265.0,146,0.248514617,1125,6509,1220,854,7,96.0,147,9.9,288,7.4,35.0,990,53,14.2,1424,1259,302.7,8297,138,150,6284,1517,10980,124,1427,11.9,51962,7.0,736
504,6465,2248,2459,-90,2794,4364,6.1,10.09382135,51683,62041,8.3,1323,5172,1633,45.3,7191,25.1,80.3,2.566740607,7.991827855,26.44502216,360,78,10.48870452,19768,3.2,212.0,65,0.400958296,2143,10983,1423,1767,0,74.4,54,11.7,7,6.5,35.2,2064,0,9.5,2642,2165,230.8,15887,198,368,10623,2230,20327,229,3118,13.0,56862,10.3,904
375,4294,2858,2249,49,1788,4323,5.4,6.643919769,56582,64952,6.4,845,3119,863,41.1,5441,15.4,65.3,5.039779444,6.132363208,23.34213637,355,100,7.622824297,18227,2.8,199.9,43,0.341037707,1691,7724,1421,1057,68,62.2,930,6.4,164,5.8,33.8,1315,25,16.2,3475,2260,216.2,13244,101,297,7369,3762,19964,538,1938,9.9,60767,6.5,577
1194,9337,4778,4569,429,6384,9719,7.1,20.18214913,48233,56919,8.5,2806,12041,2684,38.7,12804,29.4,95.4,16.65416419,18.55156785,54.02412228,805,365,21.45696721,39800,3.6,262.5,179,0.659644242,7017,21941,3304,4365,83,88.9,776,10.7,175,7.8,23.8,3606,0,10.5,5044,4120,285.7,33094,307,542,21136,4931,42214,883,5602,10.9,52576,8.1,2421
10121,70838,90564,86984,20771,50940,109681,5.4,189.7892985,84948,90686,5.4,22735,81426,21123,38.0,160153,16.0,72.9,115.3702529,214.431105,669.3172743,9168,43457,195.4758692,460447,2.4,199.9,548,10.32665451,142568,300336,23435,31477,901,66.5,4894,5.1,246,6.2,30.6,40266,24,11.9,81248,67406,224.8,421443,40893,4260,291168,77624,566719,16127,66582,9.6,87817,5.0,13894
17968,104713,119720,101345,4470,76559,124874,6.1,245.3182633,60292,66662,5.7,33226,121505,34655,40.1,233458,16.5,79.1,239.2770044,358.0165098,919.7097483,16073,49707,346.2935907,270687,3.1,202.9,277,10.42836358,218302,399846,55530,39317,528,71.9,3540,6.6,258,7.0,29.4,78586,38,14.4,90516,112176,228.7,581616,415518,11521,383773,101612,756558,16578,95370,13.5,63477,6.0,19943
1424,18335,6697,7070,42,7389,11045,7.1,27.05626359,51548,58856,8.8,3907,13292,4670,49.1,21828,22.7,93.7,11.190863,39.56840917,114.0206802,1641,228,30.22433885,56217,3.2,248.6,75,0.970942497,5354,27814,4628,4301,25,83.7,195,10.1,224,8.3,38.2,5519,6,12.6,7942,7135,292.7,44418,844,578,26173,7475,58504,995,8159,12.4,55202,10.5,2336
853,9505,3525,3993,-174,4273,7123,6.1,15.89328706,42591,51079,9.1,2267,8315,2800,51.5,12868,25.6,80.3,4.041476847,12.58358057,41.63916856,609,120,16.51505273,31327,3.4,212.0,31,0.631331294,3369,13754,2803,2795,8,74.4,124,13.0,7,6.5,39.0,3595,3,9.6,4121,3492,230.8,24987,90,281,13145,3547,32006,337,4777,14.4,46835,11.2,1483
236,2575,1110,1021,57,1193,1998,6.3,6.239829573,53664,65470,7.9,595,2619,582,43.0,3230,25.9,88.0,2.901921858,4.202903653,13.29931255,126,36,5.727110206,9818,3.1,206.5,169,0.484816272,1624,5499,436,727,8,80.5,74,8.6,262,6.8,34.5,850,12,13.2,1370,1109,227.6,7516,71,259,5373,1516,10155,148,1337,11.3,59567,7.7,772
103,851,379,285,38,519,894,6.3,1.955822504,40233,47555,10.8,272,1025,281,49.9,1254,32.3,88.0,0.909583188,1.317365074,4.168558529,69,4,1.795114898,3035,4.1,206.5,397,0.151961614,314,1594,275,302,0,80.5,51,14.2,98,6.8,38.9,393,0,10.7,390,293,227.6,2511,20,39,1525,349,3183,73,458,15.7,43894,11.2,208
553,3964,3819,3072,628,2469,4172,6.3,12.75909781,52791,64105,5.0,1149,4113,1294,35.1,8096,14.6,90.3,7.192175808,14.53490144,40.21049006,476,869,15.32186645,19687,2.4,231.8,411,0.328472349,7181,13690,1751,1381,35,81.7,225,8.3,199,7.3,31.2,2028,37,13.0,4110,6607,263.2,23047,7125,2676,13214,3751,29144,1203,3153,8.8,58448,5.6,782
139,1306,585,596,-42,640,1034,5.8,3.04861759,47805,57295,9.6,379,1333,368,46.1,1816,24.5,73.9,1.737442237,1.779259558,6.28878549,60,24,1.525657741,4959,3.5,189.1,369,0.16861823,715,2958,573,455,2,68.5,120,9.6,496,6.2,34.3,534,49,10.9,837,522,206.7,3942,67,43,2898,685,5319,147,705,13.6,52550,9.3,294
5740,43548,11768,13115,2417,27447,36497,6.0,57.50661676,38324,44788,13.0,16378,61636,17037,47.1,59248,43.6,86.8,42.31736907,80.53009919,202.1274236,2485,2488,85.84321052,137581,4.6,240.7,225,1.507117855,20044,47799,13556,25904,57,80.1,640,17.7,219,6.9,29.2,18842,1,7.3,12638,12253,265.2,125893,4656,2250,45314,11559,147929,2507,19916,15.0,41556,13.5,13329
341,4014,1767,1726,124,1864,3592,6.6,9.389856927,61507,70911,7.1,810,3491,710,43.0,4942,23.4,104.9,4.85294374,8.610493445,25.12978538,268,104,7.713288063,14517,3.0,265.0,181,0.340134578,1713,8473,933,1117,7,96.0,71,7.9,50,7.4,34.3,1188,39,10.3,2048,1605,302.7,11486,127,230,8205,1832,15028,202,2255,10.3,66209,6.2,814
269,2331,1233,1098,-24,1475,3066,6.2,7.005123187,44406,53662,8.0,669,2755,629,45.0,3769,25.3,88.2,4.570008936,4.97030169,15.26116123,137,51,5.809804548,10300,3.2,214.5,310,0.517044807,1387,5826,580,813,3,80.3,85,11.0,354,6.8,34.2,915,25,12.5,1406,1285,239.2,8378,146,428,5689,1282,10726,141,1412,10.9,49034,7.5,722
371,4365,1612,1846,-29,1913,2808,7.6,6.177846129,48579,60587,9.7,1088,2966,1395,53.8,6060,20.4,77.3,3.205976991,6.421708477,20.99167085,289,34,9.539895023,14123,3.3,214.6,31,0.341407286,1130,7058,1723,1015,7,72.9,48,11.2,18,8.3,40.5,1628,3,11.2,1874,1769,230.9,11261,137,215,6769,1703,14529,180,2316,14.5,54583,12.4,481
833,8304,3129,3227,43,2706,3019,6.0,10.59134973,34892,43446,10.5,2112,5531,2376,51.6,10366,20.2,86.8,7.793851918,14.83172706,37.22705931,467,308,15.81027568,24095,4.1,240.7,136,0.277575228,1802,8789,4198,1985,30,80.1,320,7.4,102,6.9,41.4,3197,6,13.2,4032,3992,265.2,20104,2035,1627,8322,3862,27245,457,3130,15.9,39169,11.8,1182
335,2770,1214,1193,-162,1078,1578,6.5,5.023425381,24961,31199,11.2,821,2289,851,57.9,4256,23.8,79.9,0.623083623,2.680153957,10.84284754,141,53,3.890546067,3884,4.6,188.2,123,0.262350999,607,2917,1831,789,2,75.0,53,12.9,124,7.0,43.4,1381,7,9.0,921,1272,207.6,7346,4868,1753,2776,888,8985,125,1170,18.8,28080,11.6,460
878,9969,3208,3817,-431,4787,6762,9.2,21.15600178,46510,53618,10.6,2632,9258,3198,54.6,13562,28.9,100.1,11.38775922,16.63840269,47.78426509,824,107,16.0587862,30018,3.5,231.6,172,0.954662449,4273,14237,2088,2990,2,89.4,80,12.7,29,10.5,36.2,3715,0,9.2,3342,3496,263.4,24835,225,540,13413,3165,30785,353,4413,15.0,50064,12.9,1567
380,4177,1597,1659,40,1747,2310,7.6,5.574901273,42012,52252,11.1,1109,3120,1394,53.6,5373,23.7,77.3,2.893080345,5.794963166,18.9429277,246,72,8.60882123,12169,3.8,214.6,25,0.308086649,892,5862,1687,959,54,72.9,50,11.2,56,8.3,37.9,1603,25,13.1,1607,1539,230.9,10028,530,393,5616,1703,13111,236,1764,16.0,47132,13.9,536
526,5799,2596,2506,-197,2764,4478,6.5,15.063313,52570,60414,7.7,1296,5458,1259,39.5,6617,24.5,84.8,5.945861169,8.90833596,28.4885517,289,356,13.39735659,20858,3.1,193.1,27,0.822522413,3334,11695,1317,1624,11,77.9,97,10.3,377,6.9,31.7,1827,40,11.7,3032,2673,218.2,16734,388,690,11406,2903,22000,290,2779,10.9,56492,7.5,1123
1245,7013,9652,5658,-279,5294,11825,6.3,45.28746027,43756,50358,4.3,2653,8478,3007,33.4,20531,11.2,88.0,21.06158018,30.5038511,96.52380436,1022,3727,41.56624358,61650,2.0,206.5,296,3.518701496,17403,35429,1601,2785,220,80.5,505,4.9,399,6.8,27.9,4353,57,12.5,10228,25539,227.6,61422,4999,9684,34407,7544,73703,2602,5172,7.1,47057,4.9,1831
72,548,280,280,42,292,492,5.4,0.753170676,35598,43656,10.2,187,661,175,51.7,943,29.7,72.9,0.457841891,0.850960626,2.656156843,28,29,0.775737588,1989,4.0,199.9,298,0.040980885,267,672,296,251,2,66.5,50,7.6,273,6.2,37.5,279,45,9.0,267,286,224.8,1825,132,315,644,222,2249,47,245,15.3,39627,9.6,126
890,9760,4258,3915,-223,4372,7468,5.8,16.14389863,44293,53659,8.0,2208,8786,2503,46.8,12893,25.5,99.6,6.645291608,25.73583841,57.02364195,719,260,13.23458357,30557,3.2,240.5,338,0.498663536,4782,16309,1991,2872,19,87.2,145,10.6,69,7.0,35.5,3132,16,9.1,4090,4532,284.4,27568,2367,3327,15590,3373,33976,628,4717,11.4,48976,9.1,1847
214,2485,958,1027,-38,1102,1533,7.6,3.5032882,52793,60071,9.9,625,1834,787,51.8,3268,22.0,77.3,1.818022192,3.641575892,11.90380454,187,9,5.409814515,8017,3.4,214.6,362,0.193602769,775,3851,854,574,2,72.9,26,13.0,7,8.3,39.9,889,14,9.9,1069,943,230.9,6315,62,41,3664,1024,8239,123,1250,14.1,56432,12.5,292
428,3936,1470,1664,12,1734,1997,7.4,4.900754356,32652,39982,11.5,1204,3484,1519,55.1,5769,26.1,85.1,2.349838774,7.071201077,19.91646068,216,51,11.33126953,12963,4.1,225.8,267,0.226704244,1132,4886,2274,1374,1,77.8,88,14.5,133,8.1,38.6,1707,0,11.7,1649,1538,253.1,10469,80,180,4670,1494,13346,163,1818,16.3,36317,14.5,605
230,2406,1130,1071,22,976,1693,5.4,2.961444325,43403,54157,8.8,612,1896,643,47.8,3304,21.5,72.9,1.800220474,3.345951454,10.4439284,111,47,3.05017674,8226,3.3,199.9,402,0.161135599,766,4444,1208,694,10,66.5,101,7.7,36,6.2,35.6,897,19,10.6,1127,1250,224.8,6919,353,1121,4333,1039,8843,106,1208,13.0,48780,9.3,348
138,1219,597,516,19,767,1097,5.4,1.690598699,45534,56522,8.4,326,1314,292,41.1,1601,26.2,65.3,1.282412321,1.560429027,5.939593908,217,78,1.939688811,4740,3.6,199.9,16,0.086779781,838,2789,274,507,21,62.2,136,7.7,354,5.8,30.0,490,27,12.2,703,535,216.2,3897,25,174,2572,585,5080,80,617,12.6,51028,7.5,253
1254,12549,5468,5543,-90,6699,10149,7.4,16.10200771,57696,62922,8.3,3189,12444,3404,42.3,16219,25.2,112.9,22.09801768,51.48666663,121.5304002,999,388,31.33679309,46834,3.3,304.1,65,0.412489704,8849,22772,3192,4326,21,94.8,126,9.8,18,10.2,31.0,4418,4,10.1,6026,5126,375.1,38350,488,520,21773,5218,48560,703,7544,11.5,60309,8.9,2610
653,4607,3636,3276,-102,3153,4448,6.3,12.30554217,46691,56221,7.0,1532,5865,1661,42.7,9284,21.3,90.3,6.936511036,14.01822021,38.78110261,427,776,14.77721047,22713,3.0,231.8,15,0.316795937,6241,14588,3106,1878,33,81.7,259,9.1,457,7.3,31.7,2408,80,13.7,3816,4091,263.2,21754,3251,1079,14161,3629,28108,1076,3497,11.1,51456,7.6,1132
5835,29650,43734,45407,3822,34210,42897,7.5,91.72712346,111825,121613,4.9,11985,57302,11223,32.8,80251,18.3,116.2,123.0694525,304.2238357,734.4588101,5529,61608,178.8010342,182930,2.4,306.1,400,2.674260159,130437,183889,9527,20131,286,97.6,1352,5.7,154,9.6,24.5,22389,74,11.0,45204,37567,386.0,244453,64760,1686,178360,40923,323196,12260,46613,9.2,116719,4.6,9407
196,1168,761,578,27,787,1528,9.7,5.376684204,38661,46153,11.2,504,1327,495,54.1,2433,19.3,87.0,2.079228815,3.215019005,8.271117268,89,17,4.185936425,2933,4.3,217.1,330,0.357224334,611,2300,608,387,1,79.6,3848,10.1,116,10.5,41.1,740,0,23.5,1208,802,237.6,4500,26,16,2211,1429,6962,137,791,16.4,42407,11.0,219
2082,15956,8219,9344,-19,8595,13441,6.9,27.28123962,36085,42897,10.5,5694,15782,6766,52.3,28324,22.2,77.2,7.81341713,33.37132363,92.62185315,1150,368,37.05166217,66184,3.8,196.7,21,1.475056318,6085,30129,12394,5624,457,71.2,1449,11.3,24,7.6,35.4,8479,1,11.4,10009,8600,217.1,54197,1325,782,28979,8929,71385,1602,9397,15.6,39491,12.5,2668
2721,22873,13764,11926,484,12084,20294,6.3,43.74447752,39042,46388,8.0,6178,22026,6809,48.3,37403,22.1,90.3,24.65832442,49.83280786,137.8613837,1575,3438,52.53091186,63304,3.5,231.8,171,1.126165149,16695,48774,10143,6715,100,81.7,426,11.7,347,7.3,36.0,10618,60,14.9,10946,13910,263.2,77383,29547,2113,47199,13394,99920,3105,13057,13.7,42715,8.8,4124
732,6539,2529,2693,101,2407,3313,5.8,12.65643422,31551,38761,12.2,1982,4650,2244,59.6,9666,21.0,73.9,7.213047469,7.386653425,26.10809573,340,177,6.333817304,9339,4.5,189.1,356,0.700024017,1662,8151,2837,1620,16,68.5,10083,12.8,154,6.2,41.3,3014,3,14.7,3199,2757,206.7,16213,132,92,7811,3194,22082,2335,2940,18.6,35156,13.8,743
